category_label,category_source,changelog,creator,creator_slug,creator_url,description,features,gallery,image,is_free,last_updated,launched,marketplace_url,min_version,page_num,platforms,price_minecoins,price_ps_tokens,prices,published,rank_on_page,rating_count,rating_histogram,rating_positive_percent,rating_value,slug,tags,title,trailer_views,uid,url,video_url
,,,ThunderAy,thunderay,https://chunk.gg/@thunderay,"[1.21 Update] More than a MORPH! With this incredible Add-On, you can Be a Mob in your world! New game mechanics, incredible abilities, Custom UI system! and MUCH more awaits you on this masterpiece, the next generation is here! What are you waiting for?","Mobs,Choice,Character Customization,Dark,Creatures,Mega","https://images.chunk.gg/products/thunderay/be-a-mob/thumbnail-77bcd5e35ac831c8-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-1-3468c38574151d2e-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-2-ebe4f52c85e63bbf-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-3-66ff2e111f94e9ad-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-4-2c953cd188887ed6-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-5-bb7bf5818fa6569b-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-6-9057368c5fdc2768-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-7-a756d7d8e7719636-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-8-50c1c816ea169a72-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-9-15857e0f966f7b03-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/screenshot-10-eb8da4e52991ad68-640.jpg,https://images.chunk.gg/products/thunderay/be-a-mob/panorama-6d9ed8a7675b4145-960.jpg",https://images.chunk.gg/products/thunderay/be-a-mob/thumbnail-77bcd5e35ac831c8-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=16eb9524-46f0-4e6b-8a83-e1c426ae77e3,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",490,490,"{'EUR': 2.42, 'USD': 2.57, 'GBP': 1.98, 'CAD': 3.58, 'AUD': 3.91}",2025-08-12T17:00:00.000Z,10,60,,,4.1,/@thunderay/be-a-mob,"Mobs,Choice,Character Customization,Dark,Creatures,Mega",BE a MOB Add-On,921,16eb9524-46f0-4e6b-8a83-e1c426ae77e3,https://chunk.gg/@thunderay/be-a-mob,https://www.youtube.com/embed/TbCM3K1TjFE?rel=0&amp;
Minecraft,,,Syclone Studios,minecraft,https://chunk.gg/@minecraft,"Official Jurassic World dinosaurs can now roam your Minecraft worlds! Build your outpost and set out to find and preserve every dinosaur species. Subdue wild dinosaurs and transport them into high-tech enclosures to extract DNA, observe their behavior, and breed them to prevent their extinction! Includes the latest Rebirth dinosaurs.","Dinosaurs,Movie,Science","https://images.chunk.gg/products/minecraft/jurassic-world/thumbnail-65717f5b8dacddc9-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-1-69b39bf6886d9d3d-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-2-e45fe114461e92f6-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-3-42053177bbda3b89-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-4-a9ffaf8f64102e74-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-5-cb4d3bfdd273d35d-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-6-caed9affc2adaea5-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-7-85d65849bcff1720-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-8-c374a7fad81dedc1-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-9-7cdc6db83150c861-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/screenshot-10-7eaf1a55b600f83d-640.jpg,https://images.chunk.gg/products/minecraft/jurassic-world/panorama-c1378bef015d2227-1280.jpg",https://images.chunk.gg/products/minecraft/jurassic-world/thumbnail-65717f5b8dacddc9-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=0b74a23a-697f-4fcf-b9d6-4b3966eaa35e,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",1340,1340,"{'EUR': 6.62, 'USD': 7.02, 'GBP': 5.43, 'CAD': 9.78, 'AUD': 10.69}",2025-09-02T17:00:00.000Z,11,1241,,,4.8,/@syclone-studios/jurassic-world,"Dinosaurs,Movie,Science",Jurassic World Add-On,57265,0b74a23a-697f-4fcf-b9d6-4b3966eaa35e,https://chunk.gg/@syclone-studios/jurassic-world,https://www.youtube.com/embed/NaRaUw4WCdA?rel=0&amp;
,,,Spectral Studios,spectral-studios,https://chunk.gg/@spectral-studios,This Add-On brings dragons into your worlds!,"Added a new 'Starter Satchel' item.,Added the new Plunder Dragon and all relevant assets!,Removed the spawn controller,Dragons now only spawn with nests.,Dragons will now defend their Eggs,Added new elemental and Ore forms for Ace and Clang.,Dragons,Fire,Wings,Fly,Craftable Armor,Craftable Weapons","https://images.chunk.gg/products/spectral-studios/dragonfire/thumbnail-bfb99bb75a27fab0-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-1-519a252774391431-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-2-55e15da8d0456fd6-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-3-ef9be79029e70a91-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-4-935d95558f886ce5-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-5-2e53a1823136f834-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-6-204e0518e0addb3b-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-7-ad7cb5829e03c7c1-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/screenshot-8-b15bff3a76eb413b-640.jpg,https://images.chunk.gg/products/spectral-studios/dragonfire/panorama-530bf8f518f49f2f-1920.jpg",https://images.chunk.gg/products/spectral-studios/dragonfire/thumbnail-bfb99bb75a27fab0-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=bed8e487-5a1d-4cd7-8f11-319791930407,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2024-02-20T18:00:00.000Z,12,9207,,,4.7,/@spectral-studios/dragonfire,"Dragons,Fire,Wings,Fly,Craftable Armor,Craftable Weapons",DragonFire Add-On,342195,bed8e487-5a1d-4cd7-8f11-319791930407,https://chunk.gg/@spectral-studios/dragonfire,https://www.youtube.com/embed/skfMajmJFEg?rel=0&amp;
,,,Maca Designs,maca-designs,https://chunk.gg/@maca-designs,"TOOL UPDATE! This Add-On adds 2000+ Custom Block Variants, matching most Resource Packs! Useful for the most creative builders out there!","TOOLS,3 NEW tools! Claw, Exchanger, Randomizer.,NEW Blocks! (With particles too!),Auto-Connect Improvements,Crates actually Store Food!,Highlight System!,Building,Build,City Builder,Custom Blocks,Trend,Craftable Blocks,Block","https://images.chunk.gg/products/maca-designs/pro-builder/thumbnail-578abee67e951d2b-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-1-75c45e9edaaf016b-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-2-dceaaa09a93dc4a3-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-3-ea1e9333d3c49fcb-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-4-732418d636edb9c3-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-5-d03f4c204338b19f-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-6-c4dfbdd65dfe1113-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-7-b3d57df6dabfbd2c-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/screenshot-8-80f7a170b4905f14-640.jpg,https://images.chunk.gg/products/maca-designs/pro-builder/panorama-1f3d076d7816295f-960.jpg",https://images.chunk.gg/products/maca-designs/pro-builder/thumbnail-578abee67e951d2b-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=c6d27f11-b63b-49aa-8fd5-b9c2dce99a15,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2024-10-22T17:00:00.000Z,13,1136,,,4.0,/@maca-designs/pro-builder,"Building,Build,City Builder,Custom Blocks,Trend,Craftable Blocks,Block",PRO Builder Add-On,,c6d27f11-b63b-49aa-8fd5-b9c2dce99a15,https://chunk.gg/@maca-designs/pro-builder,
,,,MineParty Studios,mineparty-studios,https://chunk.gg/@mineparty-studios,"Have you ever wondered what it's like to live inside a creeper? What about seeing what a massive llama looks like? The Craftable Mob Houses Add-On is here to let you experience the joys of living inside animals, monsters, and bosses!","Animals,Building,Crafting,Friends,House,Mobs,Base Building","https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/thumbnail-3764a396be81646e-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-1-1f6e3a6790c8023d-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-2-23b6c35121f057e1-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-3-dc18d353fbcbfb4c-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-4-fffe60430be21ba0-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-5-3e55914210765fc3-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-6-b334bfced59571b5-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-7-b1922ce08a8de725-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/screenshot-8-3f38ba4a3f3f09be-640.jpg,https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/panorama-493a9188a8077eba-1280.jpg",https://images.chunk.gg/products/mineparty-studios/craftable-mob-houses/thumbnail-3764a396be81646e-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=bd5f662a-f501-4c0b-94aa-ff667eeb9464,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-09-09T17:00:00.000Z,14,5,,,5.0,/@mineparty-studios/craftable-mob-houses,"Animals,Building,Crafting,Friends,House,Mobs,Base Building",Craftable Mob Houses Add-On,,bd5f662a-f501-4c0b-94aa-ff667eeb9464,https://chunk.gg/@mineparty-studios/craftable-mob-houses,
,,,Glorious Studios,glorious-studios,https://chunk.gg/@glorious-studios,Add-On for the Pale Garden Biome! Add it to the biome to make it scary and realistic. Will you survive?,"Portal cinematic + VFX optimized • Creaking Eyes removed • Mob AI + combat rebalanced • Floating islands reworked UPDATE:,5 new mobs incl. flyable Howler • Creaking Souls currency + trades • Pale Villager & Villages • Procedural caves + new block visuals,Boss,Creatures,Horror,Ore,Realistic,Scary Mobs,Dark","https://images.chunk.gg/products/glorious-studios/creaking-expansion/thumbnail-14d6b12f480c0c6a-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-1-3c94e7db0fff3a40-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-2-266a795e7feeb22a-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-3-21d20be7ac84abae-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-4-497e5dac049ed243-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-5-ce6f6ebb95f9e419-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-6-fff22e412583d16b-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-7-2faca654518a1b5c-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-8-1ea7ecd14fa23808-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/screenshot-9-c1f06e4169fe7a83-640.jpg,https://images.chunk.gg/products/glorious-studios/creaking-expansion/panorama-62db069d70ba2bfa-1280.jpg",https://images.chunk.gg/products/glorious-studios/creaking-expansion/thumbnail-14d6b12f480c0c6a-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=77778077-9822-4a12-8e03-5b88dff0da8f,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2025-03-04T18:00:00.000Z,15,1220,,,3.9,/@glorious-studios/creaking-expansion,"Boss,Creatures,Horror,Ore,Realistic,Scary Mobs,Dark",CREAKING EXPANSION,,77778077-9822-4a12-8e03-5b88dff0da8f,https://chunk.gg/@glorious-studios/creaking-expansion,
,,,Mine-North,mine-north,https://chunk.gg/@mine-north,"Unleash your imagination with our 200+ Wings! Choose from a stunning collection, including Angel Wings, Cyborg Wings, Dragon Wings, Fairy Wings, and more.","Addictive,Art,Colors,Colorful,Fun,Wings","https://images.chunk.gg/products/mine-north/wings/thumbnail-185bf9ff7fb0df5c-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-1-dc491e20a232c337-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-2-91301112e879faed-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-3-5c12a88160f4106f-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-4-e8073b0d65406f46-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-5-b436cca14d3a5044-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-6-4f46887909fca122-640.jpg,https://images.chunk.gg/products/mine-north/wings/screenshot-7-3efe58215817d8aa-640.jpg,https://images.chunk.gg/products/mine-north/wings/panorama-8ba0232455819b83-1920.jpg",https://images.chunk.gg/products/mine-north/wings/thumbnail-185bf9ff7fb0df5c-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=51eea9c1-56c9-4bef-9300-03ce4d5160ec,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",990,990,"{'EUR': 4.89, 'USD': 5.19, 'GBP': 4.01, 'CAD': 7.23, 'AUD': 7.9}",2024-11-05T18:00:00.000Z,16,375,,,3.9,/@mine-north/wings,"Addictive,Art,Colors,Colorful,Fun,Wings",Wings,,51eea9c1-56c9-4bef-9300-03ce4d5160ec,https://chunk.gg/@mine-north/wings,
,,,JWolf Creations,jwolf-creations,https://chunk.gg/@jwolf-creations,"Boost travel with Teleporters! Place a teleporter, choose a color, and instantly warp to other matching teleporters.","Added Copper Teleporter, which teleports mobs when hit by a projectile,Increased ambient brightness of teleporters,Bugfixes and improvements,and more! Open the Guidebook and navigate to [About] > [Changelog] for details.,Craftable Tools,Custom Tools,Ender,Redstone,Colors","https://images.chunk.gg/products/jwolf-creations/teleporters/thumbnail-d8cc9ce8feaba677-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-1-69a66f7174e429a2-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-2-f6dda24e29330d29-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-3-62f22399770851be-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-4-9775cefcb482fdc5-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-5-e38afc3377bf728b-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-6-20164e72df49362f-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-7-ce2bd7d12a9410e3-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-8-4ff29e99495e8187-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/screenshot-9-a4fdfe6c1d84a445-640.jpg,https://images.chunk.gg/products/jwolf-creations/teleporters/panorama-3a8ed07f10492d3f-1280.jpg",https://images.chunk.gg/products/jwolf-creations/teleporters/thumbnail-d8cc9ce8feaba677-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=b13c11ee-10a1-466f-847b-5ea977ff4b64,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",490,490,"{'EUR': 2.42, 'USD': 2.57, 'GBP': 1.98, 'CAD': 3.58, 'AUD': 3.91}",2025-03-25T17:00:00.000Z,17,29,,,4.4,/@jwolf-creations/teleporters,"Craftable Tools,Custom Tools,Ender,Redstone,Colors",Teleporters Add-On,,b13c11ee-10a1-466f-847b-5ea977ff4b64,https://chunk.gg/@jwolf-creations/teleporters,
,,,Podcrash,podcrash,https://chunk.gg/@podcrash,"It's time to add new life to your garden. Gardening brings hundreds of new plant life that can be discovered worldwide. Walk through vibrant meadows of flowers or find the hardiest plants sprouting from sandy deserts. Gardening also offers new ways to decorate your outdoor spaces with new bird baths, benches, gnomes and more!","Adventures,Atmospheric,Colorful,Farm,Farming,Flower,Casual","https://images.chunk.gg/products/podcrash/gardening/thumbnail-4a55e08d4d4c17bd-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-1-2f2d64e4e775ae72-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-2-6a713b954b9c7d23-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-3-93038234dbd8ce59-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-4-1bc1d041001eece9-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-5-4df22e0df9210b3f-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-6-af83d0b95977bb27-640.jpg,https://images.chunk.gg/products/podcrash/gardening/screenshot-7-f252261ca31f72e8-640.jpg,https://images.chunk.gg/products/podcrash/gardening/panorama-65268269a40231c2-1600.jpg",https://images.chunk.gg/products/podcrash/gardening/thumbnail-4a55e08d4d4c17bd-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=5f9e3b40-97a4-463c-9d2e-4f0d0286cde8,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-09-02T17:00:00.000Z,18,26,,,5.0,/@podcrash/gardening,"Adventures,Atmospheric,Colorful,Farm,Farming,Flower,Casual",GARDENING,4087,5f9e3b40-97a4-463c-9d2e-4f0d0286cde8,https://chunk.gg/@podcrash/gardening,https://www.youtube.com/embed/pXTpDiquomk?rel=0&amp;
,,,GoE-Craft,goe-craft,https://chunk.gg/@goe-craft,"REALISM CARS - DRIVE, RACE & DRIFT!","Advanced,Cars,Driving,Futuristic,Modern,Race,Realistic,Fast Paced","https://images.chunk.gg/products/goe-craft/realism-cars/thumbnail-97c85da3ce756cc5-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-1-21a85943a4551cfd-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-2-fe55074c50c33b37-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-3-4808e86bdc3d4017-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-4-aa16fd9e6ec5f5f0-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-5-a8cf75c075d76022-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-6-44892b89d1fa463c-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-7-1b9519ac14147102-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-8-b6ebc85f3da78d0d-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-9-c3df052c8f6d4469-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/screenshot-10-6d50f239b4740e90-640.jpg,https://images.chunk.gg/products/goe-craft/realism-cars/panorama-20ea41f835a91782-1920.jpg",https://images.chunk.gg/products/goe-craft/realism-cars/thumbnail-97c85da3ce756cc5-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=54a2c64a-5107-4a6a-8168-a43f5f0ad370,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2025-09-09T17:00:00.000Z,19,49,,,4.7,/@goe-craft/realism-cars,"Advanced,Cars,Driving,Futuristic,Modern,Race,Realistic,Fast Paced",Realism Cars Add-On,10186,54a2c64a-5107-4a6a-8168-a43f5f0ad370,https://chunk.gg/@goe-craft/realism-cars,https://www.youtube.com/embed/GDfccKYCFEU?rel=0&amp;
,,,Vatonage,vatonage,https://chunk.gg/@vatonage,"Enhance your gameplay with upgraded furnaces and chests. Enjoy faster smelting, extra storage and useful features designed to complement and expand the vanilla experience.","Redstone,Utilities","https://images.chunk.gg/products/vatonage/furnaces-and-chests/thumbnail-7bd6d0bc2642f3f2-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-1-31a23f0a43ef1d9a-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-2-77a5ce44d706a716-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-3-846152b3414580ad-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-4-97f243ec0827edda-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-5-bfc1ed4b6b27c269-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-6-c778fd239507db0b-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-7-c405c4099a14baec-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-8-102c1cd983ec4228-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-9-5f95720ff28e8ca8-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/screenshot-10-56c1c3e018f95723-640.jpg,https://images.chunk.gg/products/vatonage/furnaces-and-chests/panorama-e0f583df8a8a079c-1600.jpg",https://images.chunk.gg/products/vatonage/furnaces-and-chests/thumbnail-7bd6d0bc2642f3f2-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=57692ff7-38ed-4f76-a7c9-5c914e5be0e1,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2025-09-09T17:00:00.000Z,20,44,,,4.7,/@vatonage/furnaces-and-chests,"Redstone,Utilities",Furnaces & Chests Add-On,9644,57692ff7-38ed-4f76-a7c9-5c914e5be0e1,https://chunk.gg/@vatonage/furnaces-and-chests,https://www.youtube.com/embed/Bje-EvjPC4Q?rel=0&amp;
,,,Team VoidFeather,team-voidfeather,https://chunk.gg/@team-voidfeather,Explore the various events that occur randomly in the world and take advantage of them. Have fun and use special devices to protect your base from danger!,"Craftable Armor,Craftable Blocks,Nature,Quick Time Events,Random,Space,Technology","https://images.chunk.gg/products/team-voidfeather/random-events/thumbnail-ad0a59e85737163b-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-1-bf12bf201c199ce2-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-2-ce28803905879c6a-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-3-a065a38c1e7b95b4-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-4-eef639f47fe264bb-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-5-71ce6ccd4537e748-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-6-50b6f5f5f3758a89-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-7-956583bdba1f02be-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-8-9db6da29075b1cf2-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-9-6ee0e99297f0856e-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/screenshot-10-f68265c628682860-640.jpg,https://images.chunk.gg/products/team-voidfeather/random-events/panorama-ea32ce3f2b8b139d-1920.jpg",https://images.chunk.gg/products/team-voidfeather/random-events/thumbnail-ad0a59e85737163b-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=7223ee82-20bd-48f8-9522-4d8ef79b2933,,1,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-09-09T17:00:00.000Z,21,27,,,4.9,/@team-voidfeather/random-events,"Craftable Armor,Craftable Blocks,Nature,Quick Time Events,Random,Space,Technology",Random Events,,7223ee82-20bd-48f8-9522-4d8ef79b2933,https://chunk.gg/@team-voidfeather/random-events,
